Domain,TLD,Source_Count,Sources
g.najjar,najjar,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/20220511013829_default_89.108.156.18_ad.exchange.mail_407557.txt
dr.duria,duria,1,Malwares and Logs/All_Proxy_Shell_Targets/Saudi/20220511053336_default_213.236.56.117_ad.exchange.mail_691453.txt
a.arabeen,arabeen,1,Malwares and Logs/All_Proxy_Shell_Targets/Saudi/20220511073003_default_77.240.93.43_ad.exchange.mail_665198.txt
editable.example.com,com,1,Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/Ivanti سند بررسی و تلاش برای اخذ دسترسی با استفاده از اسیب پذیریpdf/analysis_pages_0029-0030.md
ghn.solution,solution,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/user-found/20220528042238_default_112.168.212.106_ad.exchange.mail_432586.txt
aldbiq.rida,rida,1,Malwares and Logs/All_Proxy_Shell_Targets/Saudi/20220511153325_default_212.12.169.12_ad.exchange.mail_543681.txt
requests.post,post,1,Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/Ivanti سند بررسی و تلاش برای اخذ دسترسی با استفاده از اسیب پذیریpdf/analysis_pages_0021-0022.md
a.algarni,algarni,1,Malwares and Logs/All_Proxy_Shell_Targets/Saudi/20220511073003_default_77.240.93.43_ad.exchange.mail_665198.txt
osmaneray.aksak,aksak,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220510022249_default_95.0.240.217_ad.exchange.mail_821413.txt
dh.jang,jang,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/user-found/20220528052745_default_112.220.89.44_ad.exchange.mail_358740.txt
abdulaziz.alawad,alawad,1,Malwares and Logs/All_Proxy_Shell_Targets/Saudi/20220511081050_default_86.51.167.167_ad.exchange.mail_336958.txt
marijuana.php,php,1,Malwares and Logs/ameen-alkhalij.com.log
cplugerror.html,html,1,Malwares and Logs/access.log
eliz.unverdi,unverdi,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509090817_default_212.175.168.58_ad.exchange.mail_153067.txt
duckduckgo.com,com,1,Malwares and Logs/ameen-alkhalij.com.log
othaimmarkets.com,com,1,Malwares and Logs/All_Proxy_Shell_Targets/Saudi/20220511073003_default_77.240.93.43_ad.exchange.mail_665198.txt
alsaleem.nasser,nasser,1,Malwares and Logs/All_Proxy_Shell_Targets/Saudi/20220511153325_default_212.12.169.12_ad.exchange.mail_543681.txt
abdullah.yure,yure,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509102834_default_212.175.105.121_ad.exchange.mail_139913.txt
abdurrahman.ates,ates,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509102834_default_212.175.105.121_ad.exchange.mail_139913.txt
biz.japan,japan,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/user-found/20220528042238_default_112.168.212.106_ad.exchange.mail_432586.txt
anwar.shaikh,shaikh,1,Malwares and Logs/All_Proxy_Shell_Targets/Saudi/20220511153325_default_212.12.169.12_ad.exchange.mail_543681.txt
confluence.telcoware.com,com,2,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
static-169-40-68-212.sadecehosting.net,net,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/TR_Exchange_target.txt
namik.cafer,cafer,1,Malwares and Logs/173c6a542c2046c38d2cb863239eff0566a8a9c0_mfa.tr.txt
bahar.azeri,azeri,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509090817_default_212.175.168.58_ad.exchange.mail_153067.txt
mail3.ho.sabaip.com,com,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/Result_1.csv
liveperson.com,com,2,Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/Ivanti/analysis_pages_0006-0010.md|Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/Ivanti سند بررسی و تلاش برای اخذ دسترسی با استفاده از اسیب پذیریpdf/analysis_pages_0009-0010.md
areeba.com,com,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/20220511013858_default_185.3.22.28_ad.exchange.mail_486453.txt
pirintas.com.tr,tr,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220510015731_default_213.14.25.197_ad.exchange.mail_304247.txt
abdullah.yilmaz,yilmaz,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509102834_default_212.175.105.121_ad.exchange.mail_139913.txt
ansan.ac.local,local,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/user-found/20220528085335_default_220.149.212.13_ad.exchange.mail_811118.txt
arzu.narin,narin,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509103500_default_85.111.43.100_ad.exchange.mail_333724.txt
patel.ritesh,ritesh,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/user-found/20220528085858_default_3.35.110.181_ad.exchange.mail_716037.txt
sh.won,won,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/user-found/20220528053436_default_121.134.12.29_ad.exchange.mail_573404.txt
m.akram,akram,1,Malwares and Logs/All_Proxy_Shell_Targets/Saudi/20220511053414_default_37.224.113.215_ad.exchange.mail_711533.txt
bayazid.rokhan.edu.af,af,1,Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/گزارش نفوذ به ایمیلpdf/analysis_pages_0001-0002.md
anar.hasanov,hasanov,3,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509095256_default_89.147.201.146_ad.exchange.mail_288590.txt|Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509100603_default_89.147.201.146_ad.exchange.mail_883805.txt|Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509095415_default_89.147.205.100_ad.exchange.mail_981251.txt
ali.seblani,seblani,3,Malwares and Logs/All_Proxy_Shell_Targets/LB/20220510091126_default_212.98.140.116_ad.exchange.mail_817178.txt|Malwares and Logs/All_Proxy_Shell_Targets/LB/20220510085918_default_212.98.140.119_ad.exchange.mail_252554.txt|Malwares and Logs/All_Proxy_Shell_Targets/LB/20220511020241_default_212.98.140.116_ad.exchange.mail_160312.txt
microsoft.com,com,2,Malwares and Logs/All_Proxy_Shell_Targets/KR/user-found/20220528054728_default_121.141.95.160_ad.exchange.mail_983474.txt|Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/phishing hervpdf/analysis_pages_0001-0002.md
cw.park,park,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/user-found/20220528052745_default_112.220.89.44_ad.exchange.mail_358740.txt
ahmad.itani,itani,3,Malwares and Logs/All_Proxy_Shell_Targets/LB/20220510091126_default_212.98.140.116_ad.exchange.mail_817178.txt|Malwares and Logs/All_Proxy_Shell_Targets/LB/20220510085918_default_212.98.140.119_ad.exchange.mail_252554.txt|Malwares and Logs/All_Proxy_Shell_Targets/LB/20220511020241_default_212.98.140.116_ad.exchange.mail_160312.txt
indice.cfm,cfm,1,Malwares and Logs/access.log
ali.elhusseini,elhusseini,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/20220511020316_default_195.112.212.187_ad.exchange.mail_460335.txt
abdeltawab.mohamed,mohamed,1,Malwares and Logs/All_Proxy_Shell_Targets/Saudi/20220511081050_default_86.51.167.167_ad.exchange.mail_336958.txt
active.sync,sync,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/20220510092026_default_194.126.2.223_ad.exchange.mail_419326.txt
ali.aboukhachfe,aboukhachfe,3,Malwares and Logs/All_Proxy_Shell_Targets/LB/20220510091126_default_212.98.140.116_ad.exchange.mail_817178.txt|Malwares and Logs/All_Proxy_Shell_Targets/LB/20220510085918_default_212.98.140.119_ad.exchange.mail_252554.txt|Malwares and Logs/All_Proxy_Shell_Targets/LB/20220511020241_default_212.98.140.116_ad.exchange.mail_160312.txt
asu.tigrak,tigrak,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220510015731_default_213.14.25.197_ad.exchange.mail_304247.txt
alharatani.auto.sales,sales,1,Malwares and Logs/All_Proxy_Shell_Targets/Saudi/20220511153325_default_212.12.169.12_ad.exchange.mail_543681.txt
abdul.alhuwaidi,alhuwaidi,1,Malwares and Logs/All_Proxy_Shell_Targets/Saudi/20220511081050_default_86.51.167.167_ad.exchange.mail_336958.txt
ahmed.abdallateef,abdallateef,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/20220510092026_default_194.126.2.223_ad.exchange.mail_419326.txt
eitkorea.com,com,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/user-found/20220528053245_default_118.33.122.78_ad.exchange.mail_638758.txt
softbank.co.kr,kr,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/user-found/20220528060718_default_183.111.79.206_ad.exchange.mail_468563.txt
index.js,js,1,Malwares and Logs/ameen-alkhalij.com.log
ahmed.al,al,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/20220510092026_default_194.126.2.223_ad.exchange.mail_419326.txt
abdurrahman.demir,demir,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509102834_default_212.175.105.121_ad.exchange.mail_139913.txt
arif.erdal,erdal,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220510015731_default_213.14.25.197_ad.exchange.mail_304247.txt
ayse.topsevercoli,topsevercoli,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509090817_default_212.175.168.58_ad.exchange.mail_153067.txt
abbas.abouchacra,abouchacra,3,Malwares and Logs/All_Proxy_Shell_Targets/LB/20220510091126_default_212.98.140.116_ad.exchange.mail_817178.txt|Malwares and Logs/All_Proxy_Shell_Targets/LB/20220510085918_default_212.98.140.119_ad.exchange.mail_252554.txt|Malwares and Logs/All_Proxy_Shell_Targets/LB/20220511020241_default_212.98.140.116_ad.exchange.mail_160312.txt
ia-il.com,com,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509093808_default_192.116.238.153_ad.exchange.mail_786317.txt
panpot.com,com,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/20220511013829_default_89.108.156.18_ad.exchange.mail_407557.txt
mohamad.baghdadi,baghdadi,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/20220511020316_default_195.112.212.187_ad.exchange.mail_460335.txt
juchan.jang,jang,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/user-found/20220528035936_default_1.235.185.175_ad.exchange.mail_644119.txt
ds.jo,jo,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/user-found/20220528053436_default_121.134.12.29_ad.exchange.mail_573404.txt
abdullah.ilhan,ilhan,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509102834_default_212.175.105.121_ad.exchange.mail_139913.txt
ahmed.khaleel,khaleel,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/20220510092026_default_194.126.2.223_ad.exchange.mail_419326.txt
a.abdelgadir,abdelgadir,1,Malwares and Logs/All_Proxy_Shell_Targets/Saudi/20220511073003_default_77.240.93.43_ad.exchange.mail_665198.txt
bader.alfaheed,alfaheed,2,Malwares and Logs/All_Proxy_Shell_Targets/Saudi/20220511062016_default_85.184.233.219_ad.exchange.mail_340863.txt|Malwares and Logs/All_Proxy_Shell_Targets/Saudi/20220511073715_default_85.184.233.203_ad.exchange.mail_245488.txt
a.altork,altork,1,Malwares and Logs/All_Proxy_Shell_Targets/Saudi/20220511073003_default_77.240.93.43_ad.exchange.mail_665198.txt
nvd.nist.gov,gov,9,Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/Ivanti سند بررسی و تلاش برای اخذ دسترسی با استفاده از اسیب پذیریpdf/analysis_pages_0019-0020.md|Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/Ivanti/analysis_pages_0011-0015.md|Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/Ivanti سند بررسی و تلاش برای اخذ دسترسی با استفاده از اسیب پذیریpdf/analysis_pages_0023-0024.md
menu.cgi,cgi,1,Malwares and Logs/access.log
dongsoon.kang,kang,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/user-found/20220528035936_default_1.235.185.175_ad.exchange.mail_644119.txt
emirhan.guven,guven,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509103855_default_46.30.176.85_ad.exchange.mail_796067.txt
ali.pekerden,pekerden,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509103855_default_46.30.176.85_ad.exchange.mail_796067.txt
getphpinfo.php,php,1,Malwares and Logs/access.log
ghn.rcpe,rcpe,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/user-found/20220528042238_default_112.168.212.106_ad.exchange.mail_432586.txt
akin.kaya,kaya,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220510015731_default_213.14.25.197_ad.exchange.mail_304247.txt
deniz.akpolat,akpolat,2,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509103315_default_95.0.22.150_ad.exchange.mail_545296.txt|Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220510020055_default_95.0.22.150_ad.exchange.mail_062149.txt
durali.topal,topal,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509101256_default_92.45.15.114_ad.exchange.mail_954868.txt
rita.njeim,njeim,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/20220511020316_default_195.112.212.187_ad.exchange.mail_460335.txt
esra.tok,tok,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220510022249_default_95.0.240.217_ad.exchange.mail_821413.txt
checkip.amazonaws.com,com,1,Malwares and Logs/access.log
cve-2024-21893.yaml,yaml,2,Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/Ivanti/analysis_pages_0031-0035.md|Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/Ivanti سند بررسی و تلاش برای اخذ دسترسی با استفاده از اسیب پذیریpdf/analysis_pages_0033-0034.md
berkay.dere,dere,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220510022249_default_95.0.240.217_ad.exchange.mail_821413.txt
aykut.ozcakir,ozcakir,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220510015731_default_213.14.25.197_ad.exchange.mail_304247.txt
antoine.chacour,chacour,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/20220510092026_default_194.126.2.223_ad.exchange.mail_419326.txt
radio.php,php,1,Malwares and Logs/ameen-alkhalij.com.log
auth.php,php,1,Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/Image_Documents/سرکار خانم صدیقه باقرjpg_analysis.md
abdullah.cetin,cetin,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509102834_default_212.175.105.121_ad.exchange.mail_139913.txt
ohjin.kwon,kwon,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/user-found/20220528060718_default_183.111.79.206_ad.exchange.mail_468563.txt
verification.asp,asp,1,Malwares and Logs/ameen-alkhalij.com.log
ac.asrak,asrak,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509095927_default_212.156.77.214_ad.exchange.mail_939687.txt
s.saridikmen,saridikmen,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509101220_default_78.188.48.174_ad.exchange.mail_104680.txt
ahmad.hamieh,hamieh,3,Malwares and Logs/All_Proxy_Shell_Targets/LB/20220510091126_default_212.98.140.116_ad.exchange.mail_817178.txt|Malwares and Logs/All_Proxy_Shell_Targets/LB/20220510085918_default_212.98.140.119_ad.exchange.mail_252554.txt|Malwares and Logs/All_Proxy_Shell_Targets/LB/20220511020241_default_212.98.140.116_ad.exchange.mail_160312.txt
fadime.kose,kose,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509103855_default_46.30.176.85_ad.exchange.mail_796067.txt
com.cn,cn,1,Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/Ivanti سند بررسی و تلاش برای اخذ دسترسی با استفاده از اسیب پذیریpdf/analysis_pages_0029-0030.md
cheshmepirouz.ir,ir,1,Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/Image_Documents/سرکار خانم نرگس ندافیjpg_analysis.md
ali.dikbas,dikbas,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509103855_default_46.30.176.85_ad.exchange.mail_796067.txt
daehong.kang,kang,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/user-found/20220528035936_default_1.235.185.175_ad.exchange.mail_644119.txt
cve-2024-21887.yaml,yaml,2,Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/Ivanti/analysis_pages_0031-0035.md|Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/Ivanti سند بررسی و تلاش برای اخذ دسترسی با استفاده از اسیب پذیریpdf/analysis_pages_0033-0034.md
wp-xnxx.php,php,1,Malwares and Logs/ameen-alkhalij.com.log
abidin.arslan,arslan,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509102834_default_212.175.105.121_ad.exchange.mail_139913.txt
dsb.abs-lb.com,com,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/Result_1.csv
session.setattribute,setattribute,1,Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/Ivanti سند بررسی و تلاش برای اخذ دسترسی با استفاده از اسیب پذیریpdf/analysis_pages_0025-0026.md
berkay.gunenc,gunenc,2,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220510025101_default_91.93.60.19_ad.exchange.mail_714410.txt|Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220510023853_default_91.93.60.19_ad.exchange.mail_346834.txt
winixcom.co.kr,kr,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/user-found/20220528060718_default_183.111.79.206_ad.exchange.mail_468563.txt
mail.kfmb.com.kw,kw,1,Malwares and Logs/All_Proxy_Shell_Targets/kuwait/KW_proxyshell_target.txt
config.js,js,2,Malwares and Logs/ameen-alkhalij.com.log|Malwares and Logs/access.log
aynura.rahimova,rahimova,3,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509095256_default_89.147.201.146_ad.exchange.mail_288590.txt|Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509100603_default_89.147.201.146_ad.exchange.mail_883805.txt|Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509095415_default_89.147.205.100_ad.exchange.mail_981251.txt
bilge.yusufoglu,yusufoglu,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509103500_default_85.111.43.100_ad.exchange.mail_333724.txt
orangetech.co.kr,kr,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/user-found/20220528060718_default_183.111.79.206_ad.exchange.mail_468563.txt
chat.ashx,ashx,1,Malwares and Logs/ameen-alkhalij.com.log
assurex.com.lb,lb,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/20220510092026_default_194.126.2.223_ad.exchange.mail_419326.txt
abidin.kuruagac,kuruagac,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509102834_default_212.175.105.121_ad.exchange.mail_139913.txt
ali.beceren,beceren,2,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220510025101_default_91.93.60.19_ad.exchange.mail_714410.txt|Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220510023853_default_91.93.60.19_ad.exchange.mail_346834.txt
ankara.be,be,1,Malwares and Logs/173c6a542c2046c38d2cb863239eff0566a8a9c0_mfa.tr.txt
c.celik,celik,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509095927_default_212.156.77.214_ad.exchange.mail_939687.txt
bezeq.co.il,il,3,Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/Ivanti/analysis_pages_0006-0010.md|Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/Ivanti سند بررسی و تلاش برای اخذ دسترسی با استفاده از اسیب پذیریpdf/analysis_pages_0035-0036.md|Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/Ivanti سند بررسی و تلاش برای اخذ دسترسی با استفاده از اسیب پذیریpdf/analysis_pages_0009-0010.md
abdulkarim.altaymani,altaymani,1,Malwares and Logs/All_Proxy_Shell_Targets/Saudi/20220511053201_default_212.12.178.178_ad.exchange.mail_084629.txt
itpro.com.tr,tr,2,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220510015633_default_78.188.86.118_ad.exchange.mail_745306.txt|Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509102647_default_78.188.86.118_ad.exchange.mail_633136.txt
mail.google.com,com,1,Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/phishing hervpdf/analysis_pages_0009-0010.md
pascal.travel,travel,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/20220511020316_default_195.112.212.187_ad.exchange.mail_460335.txt
cihan.celiktemel,celiktemel,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509101256_default_92.45.15.114_ad.exchange.mail_954868.txt
abdullah.uguz,uguz,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509102834_default_212.175.105.121_ad.exchange.mail_139913.txt
abdulelah.alshayge,alshayge,1,Malwares and Logs/All_Proxy_Shell_Targets/Saudi/20220511053201_default_212.12.178.178_ad.exchange.mail_084629.txt
group.gft,gft,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/user-found/20220528060305_default_168.154.245.55_ad.exchange.mail_617294.txt
base.php,php,1,Malwares and Logs/access.log
m.html,html,1,Malwares and Logs/ameen-alkhalij.com.log
ayse.nursagir,nursagir,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509103500_default_85.111.43.100_ad.exchange.mail_333724.txt
xtmax.php,php,1,Malwares and Logs/ameen-alkhalij.com.log
a.algafeis,algafeis,1,Malwares and Logs/All_Proxy_Shell_Targets/Saudi/20220511073003_default_77.240.93.43_ad.exchange.mail_665198.txt
cr.shin,shin,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/user-found/20220528052745_default_112.220.89.44_ad.exchange.mail_358740.txt
ahmad.hiza,hiza,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/20220510092026_default_194.126.2.223_ad.exchange.mail_419326.txt
gul.unver,unver,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509103855_default_46.30.176.85_ad.exchange.mail_796067.txt
agarwal.gauree,gauree,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/user-found/20220528085858_default_3.35.110.181_ad.exchange.mail_716037.txt
post.xml,xml,1,Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/Ivanti/analysis_pages_0041-0045.md
ziad.haddad,haddad,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/20220511013947_default_212.101.233.178_ad.exchange.mail_503530.txt
draco-dz.com,com,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/20220510092026_default_194.126.2.223_ad.exchange.mail_419326.txt
a.celik,celik,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509095927_default_212.156.77.214_ad.exchange.mail_939687.txt
raheelraza.com,com,1,Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/نفوذ به ایمیل راحیلpdf/analysis_pages_0001-0002.md
allam.store,store,1,Malwares and Logs/All_Proxy_Shell_Targets/Saudi/20220511153325_default_212.12.169.12_ad.exchange.mail_543681.txt
aliriza.kirikcikara,kirikcikara,2,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220510025101_default_91.93.60.19_ad.exchange.mail_714410.txt|Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220510023853_default_91.93.60.19_ad.exchange.mail_346834.txt
www.cloudflare.com,com,1,Malwares and Logs/access.log
seokki.cha,cha,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/user-found/20220528035936_default_1.235.185.175_ad.exchange.mail_644119.txt
abdullah.arduc,arduc,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509102834_default_212.175.105.121_ad.exchange.mail_139913.txt
ali.zeinalabdein,zeinalabdein,3,Malwares and Logs/All_Proxy_Shell_Targets/LB/20220510091126_default_212.98.140.116_ad.exchange.mail_817178.txt|Malwares and Logs/All_Proxy_Shell_Targets/LB/20220510085918_default_212.98.140.119_ad.exchange.mail_252554.txt|Malwares and Logs/All_Proxy_Shell_Targets/LB/20220511020241_default_212.98.140.116_ad.exchange.mail_160312.txt
navigation.js,js,1,Malwares and Logs/access.log
a.almahi,almahi,1,Malwares and Logs/All_Proxy_Shell_Targets/Saudi/20220511073003_default_77.240.93.43_ad.exchange.mail_665198.txt
ali.bas,bas,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220510015731_default_213.14.25.197_ad.exchange.mail_304247.txt
khudania.kunal,kunal,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/user-found/20220528085858_default_3.35.110.181_ad.exchange.mail_716037.txt
aysegul.salis,salis,2,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220510025101_default_91.93.60.19_ad.exchange.mail_714410.txt|Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220510023853_default_91.93.60.19_ad.exchange.mail_346834.txt
mj.do,do,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/user-found/20220528052745_default_112.220.89.44_ad.exchange.mail_358740.txt
trans-cosmos.co.kr,kr,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/user-found/20220528054728_default_121.141.95.160_ad.exchange.mail_983474.txt
sh.kim,kim,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/user-found/20220528053436_default_121.134.12.29_ad.exchange.mail_573404.txt
home.cfm,cfm,1,Malwares and Logs/access.log
bekir.demirayak,demirayak,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509103500_default_85.111.43.100_ad.exchange.mail_333724.txt
daila.umeshkumar,umeshkumar,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/user-found/20220528085858_default_3.35.110.181_ad.exchange.mail_716037.txt
berkin.atila,atila,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220510022249_default_95.0.240.217_ad.exchange.mail_821413.txt
berna.ince,ince,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509101256_default_92.45.15.114_ad.exchange.mail_954868.txt
example.com,com,2,Malwares and Logs/access.log|Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/Ivanti سند بررسی و تلاش برای اخذ دسترسی با استفاده از اسیب پذیریpdf/analysis_pages_0029-0030.md
outlook.com,com,3,Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/1403-05-23_MJD_DailyReportpdf/analysis_pages_0001-0002.md|Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509090817_default_212.175.168.58_ad.exchange.mail_153067.txt|Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/1403-07-29_MJD_DailyReportpdf/analysis_pages_0001-0002.md
serpstatbot.com,com,1,Malwares and Logs/ameen-alkhalij.com.log
buket.kop,kop,2,Malwares and Logs/173c6a542c2046c38d2cb863239eff0566a8a9c0_mfa.tr.txt|Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509090817_default_212.175.168.58_ad.exchange.mail_153067.txt
psexec.exe,exe,1,Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/1403-05-6_hsn_rtm_DailyReportpdf/analysis_pages_0001-0001.md
a.alaboudi,alaboudi,1,Malwares and Logs/All_Proxy_Shell_Targets/Saudi/20220511073003_default_77.240.93.43_ad.exchange.mail_665198.txt
hilbert.haigazian.edu.lb,lb,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/Result_1.csv
aynur.dinc,dinc,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509103500_default_85.111.43.100_ad.exchange.mail_333724.txt
alshamri.ind.sales,sales,1,Malwares and Logs/All_Proxy_Shell_Targets/Saudi/20220511153325_default_212.12.169.12_ad.exchange.mail_543681.txt
aws.yml,yml,1,Malwares and Logs/ameen-alkhalij.com.log
